athlete_id,name,gender,age,country,category,competition,year,snatch_kg,clean_and_jerk_kg,total_kg,body_weight_kg,team,coach,event_rank,medal,record_status,lifting_style,injury_history,sponsor
ath_2109,Laura Gómez,Female,N/A,Egypt,-67kg,National Open,2012,152.2,N/A,?,83kg,London Barbell,Carlos Ruiz,?,Silver,World Record,CrossFit,No,Eleiko
ath_2110,Sofia López,F,N/A,usa,-96kg,Tokyo 2021,2014,109.8,-1,N/A,N/A,Berlin Power,Carlos Ruiz,?,Bronze,?,Olympic,unknown,Under Armour
,James Lee,?,N/A,Italy,-73kg,?,2017,?,172kg,N/A,134.6,Beijing Barbell,Michael Johnson,?,Bronze,World Record,N/A,unknown,N/A
2113,Anna Kowalska,?,?,spain,-81kg,World Championship,2012,N/A,162kg,242.3,?,Team USA,Michael Johnson,0,Silver,?,Powerlifting,N,unknown
,Carlos Ruiz,unknown,?,spain,73KG,World Championship,2015,0,127kg,?,79kg,Madrid Strength,Pedro López,9,N/A,World Record,Functional,N,N/A
2115,Elena Petrova,Female,?,Unknown,+109kg,Continental Cup,2013,0,-1,N/A,82.5,London Barbell,Michael Johnson,0,None,National Record,Olympic,?,Adidas
,Unknown,F,N/A,USA,73KG,National Open,2022,N/A,-1,300kg,N/A,unknown,Li Zhang,?,?,Personal Best,CrossFit,N,Adidas
ath_2116,Youssef Ahmed,Female,?,Germany,-67kg,Junior Championship,2013,0,-1,300kg,56kg,Beijing Barbell,Pedro López,0,Silver,N/A,CrossFit,unknown,Eleiko
2118,Emma Brown,Male,12,Unknown,-96kg,Olympics 2020,2020,N/A,?,N/A,55kg,Roma Lifting,Michael Johnson,0,None,National Record,CrossFit,Y,N/A
2119,?,M,19,Russia,-67kg,Tokyo 2021,2010,100.1,-1,?,138.3,CN Barcelona,Michael Johnson,?,Gold,World Record,Powerlifting,unknown,N/A
2120,Unknown,unknown,?,CHN,-109kg,Junior Championship,2021,83kg,N/A,300kg,58kg,unknown,Carlos Ruiz,?,Gold,National Record,Functional,unknown,Reebok
2121,Unknown,F,N/A,RUS,-61kg,Panamerican Games,?,?,N/A,371.3,N/A,London Barbell,Michael Johnson,?,None,World Record,Powerlifting,unknown,Eleiko
,Anna Kowalska,Female,N/A,CHN,-96kg,Junior Championship,2016,109kg,?,N/A,105kg,CN Barcelona,Pedro López,0,?,Personal Best,N/A,N,Eleiko
,Sarah Johnson,unknown,?,Spain,-109kg,European Cup,2024,?,109.2,179.2,?,Roma Lifting,Li Zhang,?,Gold,Personal Best,Powerlifting,?,Eleiko
2124,N/A,?,?,USA,-55kg,World Championship,2023,174.7,108.6,N/A,58kg,Tokyo Lift Club,Michael Johnson,?,?,National Record,Olympic,Y,Adidas
2125,Emma Brown,M,N/A,Germany,-61kg,Panamerican Games,9999,?,-1,300kg,54kg,CN Barcelona,Anna Müller,0,?,?,Olympic,No,Puma
ath_2125,Laura Gómez,F,41,Unknown,-73kg,?,2025,N/A,?,322.5,65kg,Madrid Strength,Li Zhang,?,Bronze,World Record,?,unknown,Puma
,Elena Petrova,M,?,Germany,+109kg,Junior Championship,2025,143.0,190kg,N/A,N/A,Berlin Power,Pedro López,0,None,World Record,Olympic,Yes,Reebok
2128,Carlos Ruiz,M,N/A,CHN,-81kg,N/A,2014,0,?,?,N/A,Roma Lifting,Unknown,N/A,Gold,Personal Best,N/A,No,Adidas
2129,Sofia López,?,23,Japan,-96kg,Tokyo 2021,2019,179.4,110.6,N/A,116.4,unknown,Pedro López,15,Silver,National Record,Olympic,Y,Under Armour
ath_2129,Laura Gómez,Male,34,Brazil,-81kg,European Cup,2015,?,184kg,?,N/A,Beijing Barbell,Anna Müller,17,Silver,World Record,Functional,unknown,Nike
ath_2130,Emma Brown,unknown,N/A,Brazil,-81kg,Tokyo 2021,2011,N/A,?,N/A,75.7,Madrid Strength,Unknown,0,?,N/A,CrossFit,No,Rogue
2132,Youssef Ahmed,unknown,?,Mexico,-109kg,Junior Championship,2023,?,89.2,N/A,?,Beijing Barbell,Michael Johnson,0,None,N/A,Functional,Yes,Eleiko
,Sofia López,Male,?,Unknown,-109kg,National Open,2024,164.6,168kg,?,N/A,Beijing Barbell,Pedro López,9,N/A,National Record,Functional,Y,Under Armour
,Anna Kowalska,F,N/A,usa,-73kg,National Open,2013,61kg,?,186.7,N/A,Madrid Strength,Michael Johnson,?,Silver,None,CrossFit,N,Nike
ath_2134,Maria Rossi,Female,N/A,Germany,73KG,World Championship,2021,?,121kg,268.2,51kg,Roma Lifting,?,18,?,None,CrossFit,N,Nike
ath_2135,Emma Brown,F,34,Mexico,-73kg,N/A,2016,150.0,-1,300kg,?,Team USA,Anna Müller,19,Gold,?,N/A,No,N/A
ath_2136,Maria Rossi,Female,18,Brazil,-96kg,European Cup,2015,0,175.1,300kg,N/A,Tokyo Lift Club,N/A,N/A,N/A,Personal Best,N/A,N,Reebok
ath_2137,Anna Kowalska,M,58,CHN,-81kg,Olympics 2020,2025,92kg,N/A,?,116kg,Team USA,Carlos Ruiz,N/A,Silver,National Record,N/A,No,Reebok
2139,Youssef Ahmed,Female,40,Russia,+109kg,Olympics 2020,2019,N/A,?,300kg,N/A,Beijing Barbell,Pedro López,?,None,None,?,No,Puma
ath_2139,Hiro Tanaka,Male,40,Egypt,-81kg,National Open,9999,N/A,-1,N/A,77kg,Beijing Barbell,Michael Johnson,?,Bronze,?,Olympic,Y,Reebok
ath_2140,David Müller,Female,23,France,-55kg,Panamerican Games,2013,N/A,157.4,306.1,N/A,unknown,Carlos Ruiz,?,N/A,N/A,Functional,Yes,N/A
,Hiro Tanaka,F,?,spain,-55kg,?,2022,0,N/A,?,45.0,unknown,?,18,Gold,National Record,Olympic,?,Nike
ath_2142,Sofia López,M,43,China,-96kg,National Open,2019,0,207.4,?,62.3,CN Barcelona,Carlos Ruiz,N/A,None,?,Powerlifting,unknown,unknown
,Li Wei,Male,N/A,Spain,-109kg,?,2013,N/A,146kg,157.1,?,CN Barcelona,N/A,16,Silver,None,N/A,unknown,Eleiko
,Carlos Ruiz,Female,35,Egypt,N/A,Continental Cup,2020,N/A,139.9,262.2,N/A,CN Barcelona,?,N/A,?,Personal Best,Powerlifting,N,Eleiko
,Carlos Ruiz,Female,N/A,Germany,-96kg,Panamerican Games,2019,N/A,209.1,?,?,London Barbell,Pedro López,11,None,World Record,Functional,Yes,N/A
2147,James Lee,F,41,France,+109kg,World Championship,2019,0,N/A,?,N/A,Roma Lifting,N/A,N/A,Gold,Personal Best,Functional,Y,Puma
ath_2147,Li Wei,Male,?,usa,-67kg,Olympics 2020,2023,N/A,N/A,300kg,53.5,London Barbell,Carlos Ruiz,N/A,?,?,N/A,N,Puma
ath_2148,David Müller,Female,61,Egypt,+109kg,National Open,2025,91.7,-1,?,46.4,unknown,Michael Johnson,N/A,Gold,?,N/A,Y,Rogue
2150,Anna Kowalska,Female,16,Italy,-96kg,World Championship,2020,0,N/A,?,132.9,Beijing Barbell,N/A,?,Bronze,World Record,Powerlifting,Y,Reebok
,Hiro Tanaka,?,16,Egypt,N/A,?,2024,?,103.2,300kg,?,Cairo Strong,N/A,N/A,Bronze,World Record,?,unknown,Rogue
,Hiro Tanaka,?,?,Brazil,-73kg,Tokyo 2021,2017,160kg,-1,300kg,113kg,Beijing Barbell,N/A,2,Bronze,?,Olympic,unknown,Adidas
,Sofia López,Female,N/A,Japan,-73kg,Junior Championship,2016,?,74.5,?,N/A,unknown,Unknown,N/A,Gold,N/A,N/A,Y,N/A
,Unknown,unknown,N/A,Brazil,-73kg,Olympics 2020,2019,66kg,203kg,300kg,53.6,Beijing Barbell,?,?,Bronze,?,Functional,unknown,Puma
ath_2154,Hiro Tanaka,F,44,Italy,73KG,?,2020,N/A,72.4,N/A,?,CN Barcelona,Carlos Ruiz,?,Silver,National Record,N/A,No,unknown
,Youssef Ahmed,?,44,RUS,-81kg,N/A,2018,N/A,?,?,72.4,unknown,Li Zhang,0,Silver,None,CrossFit,No,Rogue
ath_2156,James Lee,F,?,France,-61kg,Tokyo 2021,9999,N/A,?,331.7,N/A,Madrid Strength,Carlos Ruiz,N/A,Bronze,World Record,Powerlifting,unknown,Puma
,John Smith,M,43,Egypt,N/A,Olympics 2020,2018,0,86kg,N/A,?,Tokyo Lift Club,Anna Müller,0,Bronze,National Record,N/A,Yes,Nike
2159,James Lee,Male,?,Japan,+109kg,?,2011,?,184.3,300kg,N/A,Berlin Power,?,0,None,World Record,CrossFit,N,Rogue
,Maria Rossi,?,26,Spain,-61kg,National Open,2021,?,80.8,?,?,London Barbell,Pedro López,0,N/A,World Record,Powerlifting,unknown,unknown
2161,Sofia López,Male,23,Russia,-55kg,National Open,2016,145kg,178kg,N/A,?,Cairo Strong,Michael Johnson,N/A,?,National Record,N/A,unknown,Puma
,N/A,unknown,N/A,China,-81kg,?,2025,0,191kg,?,97.1,unknown,Carlos Ruiz,?,None,World Record,Olympic,N,Adidas
2163,N/A,unknown,N/A,Mexico,-109kg,European Cup,9999,171.7,114.5,N/A,72kg,Tokyo Lift Club,Unknown,?,N/A,National Record,CrossFit,Y,Reebok
ath_2163,Miguel Santos,?,?,Mexico,-61kg,Panamerican Games,2019,156.1,101.7,?,56.8,Roma Lifting,Pedro López,0,?,?,CrossFit,N,Rogue
ath_2164,Elena Petrova,?,?,Russia,-81kg,National Open,2021,0,172kg,?,N/A,London Barbell,Unknown,N/A,None,?,Olympic,unknown,Under Armour
,Emma Brown,Male,61,China,N/A,National Open,2022,80.1,?,?,67kg,unknown,Pedro López,N/A,Gold,Personal Best,N/A,?,Under Armour
,Sofia López,Female,10,Unknown,-81kg,Tokyo 2021,2018,0,98kg,N/A,81kg,Tokyo Lift Club,Unknown,N/A,Gold,Personal Best,Olympic,Y,Nike
ath_2167,Carlos Ruiz,Male,N/A,usa,N/A,?,2019,?,N/A,N/A,N/A,Madrid Strength,Michael Johnson,?,N/A,None,?,unknown,unknown
2169,Sarah Johnson,Male,23,Russia,-81kg,European Cup,2025,N/A,100.0,249.9,47.8,Team USA,N/A,12,Bronze,None,?,?,unknown
2170,Youssef Ahmed,M,28,USA,-73kg,Olympics 2020,2018,166.9,N/A,?,67kg,unknown,Pedro López,0,?,National Record,Powerlifting,Yes,Adidas
2171,Laura Gómez,F,N/A,Italy,-67kg,Tokyo 2021,2025,131kg,-1,163.2,?,Roma Lifting,Li Zhang,5,Bronze,National Record,N/A,unknown,Puma
2172,Li Wei,Female,?,Russia,-73kg,?,2020,171kg,-1,373.3,69kg,Team USA,Michael Johnson,0,Bronze,N/A,Powerlifting,unknown,Nike
2173,Anna Kowalska,F,?,Unknown,-55kg,Junior Championship,2014,0,-1,?,N/A,Roma Lifting,?,N/A,Silver,?,Functional,N,Eleiko
ath_2173,Youssef Ahmed,F,?,spain,-73kg,Tokyo 2021,2019,?,N/A,300kg,99kg,Team USA,Michael Johnson,?,N/A,Personal Best,N/A,Y,unknown
,N/A,Female,N/A,Russia,-109kg,National Open,2017,?,N/A,209.5,58kg,Berlin Power,Li Zhang,N/A,None,None,CrossFit,N,Puma
ath_2175,James Lee,M,52,Japan,-55kg,N/A,2014,103kg,N/A,N/A,100kg,Madrid Strength,Unknown,N/A,N/A,None,?,No,Under Armour
ath_2176,David Müller,Female,?,Unknown,-96kg,Continental Cup,2019,132.1,-1,?,?,Roma Lifting,Carlos Ruiz,?,N/A,?,Powerlifting,Y,Reebok
ath_2177,Sarah Johnson,Female,?,Spain,73KG,Panamerican Games,2010,122kg,-1,300kg,?,Roma Lifting,Pedro López,0,N/A,N/A,CrossFit,N,Nike
,?,Female,N/A,Germany,-55kg,N/A,2015,0,N/A,N/A,N/A,Madrid Strength,Michael Johnson,11,Bronze,Personal Best,CrossFit,No,N/A
,Hiro Tanaka,F,42,Mexico,-81kg,Tokyo 2021,2013,0,?,255.2,N/A,Beijing Barbell,Michael Johnson,?,N/A,None,?,?,Adidas
,Laura Gómez,Male,?,Japan,-61kg,Junior Championship,2023,N/A,N/A,?,?,CN Barcelona,Unknown,12,Bronze,N/A,Olympic,No,Rogue
,Sarah Johnson,F,29,Egypt,-73kg,Junior Championship,2011,0,-1,295.2,?,CN Barcelona,N/A,0,Silver,National Record,Functional,No,Rogue
,Sarah Johnson,?,47,France,-96kg,European Cup,2022,112.7,N/A,N/A,93kg,London Barbell,Michael Johnson,?,Silver,None,CrossFit,Yes,Eleiko
,Carlos Ruiz,M,?,France,-67kg,N/A,9999,?,126kg,300kg,?,London Barbell,Pedro López,?,?,N/A,Powerlifting,Y,N/A
2185,Carlos Ruiz,Female,N/A,Germany,-81kg,European Cup,2025,114.8,135kg,?,N/A,Cairo Strong,Unknown,2,Bronze,?,?,unknown,Puma
ath_2185,Anna Kowalska,Female,N/A,Italy,N/A,National Open,2014,107kg,93.1,N/A,64.7,London Barbell,?,0,?,N/A,?,N,Adidas
2187,Li Wei,?,63,USA,+109kg,Tokyo 2021,2010,67kg,N/A,300kg,81.9,Tokyo Lift Club,Unknown,N/A,Silver,?,Olympic,Yes,Nike
,Sarah Johnson,M,18,Brazil,-109kg,Junior Championship,2016,0,184.7,N/A,?,Cairo Strong,Anna Müller,N/A,Bronze,Personal Best,Olympic,Y,Puma
2189,David Müller,?,68,spain,-67kg,National Open,2011,0,?,N/A,54.6,London Barbell,N/A,?,None,N/A,CrossFit,Yes,Puma
2190,?,Male,42,Brazil,-55kg,Junior Championship,2019,131.7,89.3,N/A,?,Berlin Power,?,8,N/A,National Record,Olympic,Yes,unknown
ath_2190,John Smith,Male,N/A,Italy,-81kg,European Cup,9999,?,-1,273.7,54kg,Berlin Power,?,?,?,World Record,Powerlifting,Y,Puma
ath_2191,N/A,Male,37,CHN,-67kg,Tokyo 2021,2018,N/A,?,N/A,N/A,Cairo Strong,Michael Johnson,0,Gold,Personal Best,Functional,No,Adidas
ath_2192,Sarah Johnson,Female,68,Mexico,+109kg,Continental Cup,2016,141kg,?,N/A,91kg,Team USA,Unknown,?,?,?,Olympic,No,Nike
,Hiro Tanaka,unknown,?,Italy,-61kg,Tokyo 2021,N/A,N/A,?,N/A,N/A,Cairo Strong,Li Zhang,20,None,None,CrossFit,?,Nike
ath_2194,Emma Brown,M,24,China,N/A,European Cup,2022,63kg,151.0,136.0,55.3,Beijing Barbell,Anna Müller,14,None,None,Olympic,?,N/A
ath_2195,Elena Petrova,Male,52,usa,N/A,Tokyo 2021,2020,92.0,-1,?,108kg,London Barbell,Unknown,20,Gold,National Record,Olympic,No,N/A
ath_2196,Anna Kowalska,F,N/A,Germany,-96kg,Continental Cup,2018,?,?,228.1,57kg,CN Barcelona,Carlos Ruiz,?,None,Personal Best,Powerlifting,unknown,Nike
,Carlos Ruiz,Male,N/A,Japan,73KG,Junior Championship,2015,58kg,N/A,?,N/A,Beijing Barbell,Carlos Ruiz,17,?,None,N/A,No,unknown
2199,Elena Petrova,M,?,Japan,-96kg,?,2014,0,?,N/A,N/A,Beijing Barbell,Unknown,0,Silver,National Record,?,No,Rogue
ath_2199,Youssef Ahmed,F,24,usa,-67kg,Panamerican Games,2017,131.0,N/A,298.8,86kg,Beijing Barbell,Unknown,0,Gold,National Record,N/A,N,Under Armour
2201,?,?,17,Italy,N/A,Junior Championship,2025,0,-1,300kg,N/A,Tokyo Lift Club,Michael Johnson,N/A,Gold,None,CrossFit,Yes,Adidas
ath_2201,David Müller,Female,26,Mexico,N/A,Continental Cup,2021,68kg,176kg,300kg,52kg,CN Barcelona,N/A,18,Silver,World Record,CrossFit,unknown,Nike
,Sofia López,Male,?,Brazil,73KG,European Cup,2021,N/A,N/A,311.1,62kg,Tokyo Lift Club,N/A,?,Gold,Personal Best,N/A,unknown,N/A
ath_2203,Laura Gómez,F,?,Japan,-81kg,Olympics 2020,2012,154kg,?,368.8,116kg,Tokyo Lift Club,Li Zhang,0,N/A,World Record,Olympic,unknown,Reebok
,Maria Rossi,?,N/A,Unknown,-73kg,N/A,2025,125kg,177.3,N/A,70.0,Team USA,Pedro López,N/A,Silver,World Record,Olympic,Y,Rogue
,Sofia López,F,58,spain,-73kg,National Open,?,126kg,-1,338.1,N/A,Beijing Barbell,?,14,Silver,National Record,Functional,unknown,unknown
,David Müller,unknown,38,spain,-55kg,Junior Championship,2024,N/A,215kg,?,?,Roma Lifting,Anna Müller,?,Bronze,None,Powerlifting,No,Rogue
,Unknown,Male,16,Russia,N/A,Continental Cup,2022,108kg,186.6,N/A,73.0,Tokyo Lift Club,Unknown,?,Gold,National Record,CrossFit,N,Rogue
2209,Youssef Ahmed,Female,N/A,China,-55kg,European Cup,2022,?,154kg,N/A,112.2,Roma Lifting,?,0,?,National Record,?,No,N/A
2210,Hiro Tanaka,?,70,Unknown,N/A,National Open,N/A,?,?,300kg,118.0,London Barbell,Unknown,7,?,None,?,No,Rogue
ath_2210,Elena Petrova,M,64,CHN,73KG,Tokyo 2021,N/A,N/A,N/A,N/A,122.9,Beijing Barbell,Anna Müller,20,Bronze,N/A,Functional,N,Reebok
ath_2211,Sofia López,M,30,BRA,-81kg,N/A,2022,N/A,129.7,?,N/A,unknown,N/A,0,N/A,?,Functional,N,Nike
,Carlos Ruiz,M,20,Unknown,-55kg,?,2016,0,-1,N/A,N/A,unknown,N/A,?,None,Personal Best,Powerlifting,N,Reebok
2214,Sofia López,unknown,36,Germany,-96kg,National Open,2017,0,?,?,?,London Barbell,Unknown,0,Bronze,N/A,N/A,Yes,N/A
ath_2214,Emma Brown,Female,50,Italy,N/A,European Cup,2014,0,?,213.4,59kg,Madrid Strength,Carlos Ruiz,2,?,National Record,Powerlifting,No,Adidas
ath_2215,Li Wei,?,?,Spain,-55kg,Tokyo 2021,2019,174.9,-1,N/A,49.6,Madrid Strength,N/A,N/A,None,None,CrossFit,N,Eleiko
,Sofia López,M,19,Unknown,-61kg,Panamerican Games,2022,?,135kg,300kg,?,Berlin Power,Pedro López,?,Bronze,National Record,Functional,N,unknown
,N/A,unknown,37,Germany,-73kg,Panamerican Games,2012,60.5,?,N/A,N/A,Berlin Power,Carlos Ruiz,N/A,Gold,?,N/A,?,N/A
2219,John Smith,F,38,Spain,-109kg,Panamerican Games,?,0,78.0,?,97kg,Madrid Strength,N/A,7,Gold,National Record,Powerlifting,No,unknown
,Laura Gómez,unknown,20,BRA,-55kg,N/A,2017,?,-1,277.6,?,unknown,Michael Johnson,?,Gold,National Record,?,?,unknown
2221,N/A,F,?,Brazil,-73kg,National Open,9999,0,126kg,?,122.0,London Barbell,Michael Johnson,1,None,?,CrossFit,Y,Nike
2222,Sofia López,Male,N/A,Unknown,+109kg,Olympics 2020,2022,0,-1,N/A,?,CN Barcelona,Unknown,N/A,N/A,None,Powerlifting,unknown,Nike
2223,Emma Brown,Male,54,Egypt,-73kg,World Championship,2015,N/A,N/A,?,?,unknown,?,0,N/A,National Record,Functional,No,Adidas
2224,Sarah Johnson,?,?,Germany,-61kg,Junior Championship,2010,0,N/A,245.8,?,Cairo Strong,Pedro López,?,?,National Record,Functional,Y,Puma
ath_2224,?,M,?,Italy,-55kg,N/A,2012,N/A,115kg,?,?,Madrid Strength,Michael Johnson,12,Gold,?,Olympic,No,unknown
,Emma Brown,unknown,11,BRA,-81kg,?,2025,97.4,N/A,?,73.5,Beijing Barbell,Carlos Ruiz,0,None,World Record,CrossFit,No,unknown
ath_2226,David Müller,M,?,BRA,-61kg,National Open,2016,0,213.0,300kg,80.1,Cairo Strong,Anna Müller,N/A,N/A,National Record,CrossFit,N,Eleiko
ath_2227,Elena Petrova,?,68,RUS,-67kg,European Cup,2015,176.0,177.5,?,N/A,Team USA,Pedro López,14,N/A,N/A,N/A,No,Eleiko
2229,Li Wei,M,44,Unknown,-96kg,Olympics 2020,2021,?,-1,130.7,?,Tokyo Lift Club,?,N/A,?,?,?,Yes,Adidas
2230,Emma Brown,unknown,37,Brazil,-55kg,N/A,N/A,0,-1,?,54kg,Tokyo Lift Club,Pedro López,?,?,N/A,CrossFit,Yes,Reebok
2231,Maria Rossi,M,16,Japan,N/A,N/A,2024,N/A,N/A,N/A,97kg,unknown,Anna Müller,N/A,?,?,Powerlifting,unknown,Puma
,N/A,M,48,Italy,-61kg,National Open,2011,N/A,N/A,300kg,N/A,Roma Lifting,Anna Müller,11,None,World Record,N/A,N,Puma
ath_2232,Carlos Ruiz,F,16,spain,-55kg,N/A,2021,?,N/A,300kg,133.7,Tokyo Lift Club,Carlos Ruiz,N/A,Silver,World Record,Functional,?,Eleiko
2234,John Smith,?,18,Unknown,73KG,N/A,2016,98.6,N/A,153.9,66kg,Tokyo Lift Club,?,N/A,Bronze,National Record,CrossFit,No,unknown
,Li Wei,F,53,Unknown,-67kg,Junior Championship,2022,N/A,-1,300kg,N/A,London Barbell,Anna Müller,19,Silver,None,CrossFit,unknown,Rogue
ath_2235,Sofia López,unknown,?,Russia,N/A,Tokyo 2021,2023,0,?,338.4,117kg,Roma Lifting,Carlos Ruiz,?,None,World Record,?,Y,N/A
ath_2236,Carlos Ruiz,M,?,France,N/A,Continental Cup,2017,0,N/A,?,124.2,Madrid Strength,Pedro López,N/A,Bronze,None,Powerlifting,Y,Adidas
2238,Emma Brown,?,N/A,RUS,-55kg,N/A,2019,0,-1,232.7,131.2,CN Barcelona,Michael Johnson,0,Gold,Personal Best,Powerlifting,Y,Eleiko
2239,N/A,Female,?,usa,-96kg,Panamerican Games,?,?,-1,?,N/A,Team USA,Carlos Ruiz,N/A,N/A,Personal Best,N/A,N,Under Armour
,Unknown,?,N/A,CHN,-81kg,Continental Cup,2017,?,?,300kg,78.9,Team USA,N/A,4,Bronze,World Record,?,Yes,Reebok
ath_2240,Elena Petrova,M,20,Russia,73KG,World Championship,2011,N/A,N/A,?,111kg,London Barbell,Li Zhang,N/A,Silver,N/A,?,?,unknown
ath_2241,Maria Rossi,M,12,Brazil,-67kg,Continental Cup,2012,N/A,158.1,?,111kg,unknown,?,N/A,Gold,Personal Best,Olympic,?,Reebok
2243,Anna Kowalska,unknown,24,Mexico,73KG,Junior Championship,?,0,78kg,N/A,105.0,unknown,Carlos Ruiz,?,Gold,Personal Best,Functional,Yes,Eleiko
2244,Maria Rossi,unknown,?,usa,-55kg,Olympics 2020,2023,103kg,N/A,260.6,N/A,CN Barcelona,?,N/A,Bronze,World Record,Olympic,?,Rogue
,Unknown,M,23,France,-109kg,Junior Championship,2022,?,113.9,?,61kg,Roma Lifting,Anna Müller,0,Bronze,None,?,?,Eleiko
2246,N/A,M,?,France,-109kg,European Cup,?,110.2,N/A,?,64.7,Madrid Strength,Pedro López,N/A,Silver,None,CrossFit,?,Nike
2247,Emma Brown,Female,15,China,-96kg,Junior Championship,2012,129kg,?,?,N/A,Team USA,Pedro López,16,?,N/A,Functional,Y,N/A
,David Müller,F,?,Mexico,-55kg,Olympics 2020,9999,0,93.3,N/A,137.3,Roma Lifting,Carlos Ruiz,5,N/A,?,CrossFit,N,Adidas
2249,Anna Kowalska,?,24,spain,-55kg,European Cup,2012,140.1,114kg,228.7,?,unknown,N/A,0,N/A,?,Powerlifting,?,N/A
ath_2249,Youssef Ahmed,Female,?,Brazil,-67kg,Panamerican Games,2019,?,?,?,144.6,Beijing Barbell,Carlos Ruiz,N/A,N/A,?,?,Y,Nike
2251,Carlos Ruiz,M,N/A,Mexico,-67kg,National Open,2017,0,?,N/A,89.9,Madrid Strength,Carlos Ruiz,9,N/A,National Record,Olympic,N,Eleiko
2252,Hiro Tanaka,unknown,N/A,Egypt,-55kg,Olympics 2020,2010,?,N/A,N/A,N/A,Madrid Strength,Anna Müller,?,?,None,CrossFit,Y,Eleiko
,Anna Kowalska,F,48,RUS,-109kg,N/A,2020,?,-1,?,N/A,Tokyo Lift Club,?,5,None,Personal Best,Functional,Y,Under Armour
ath_2253,Maria Rossi,Female,N/A,USA,73KG,Olympics 2020,2011,100.4,N/A,N/A,76kg,Beijing Barbell,Pedro López,N/A,Bronze,National Record,CrossFit,Yes,Puma
,Sarah Johnson,F,?,usa,-96kg,World Championship,2015,?,181.0,N/A,?,Cairo Strong,Li Zhang,?,N/A,?,CrossFit,Y,Adidas
ath_2255,David Müller,M,44,RUS,+109kg,N/A,2020,116.1,194.9,N/A,53kg,unknown,?,?,Bronze,World Record,Powerlifting,unknown,unknown
2257,Miguel Santos,Female,N/A,Mexico,-61kg,Panamerican Games,2016,N/A,?,300kg,119kg,Berlin Power,Pedro López,?,?,N/A,N/A,No,Under Armour
,Hiro Tanaka,Male,?,Unknown,-109kg,National Open,2012,103.4,N/A,?,100kg,Berlin Power,N/A,?,Gold,World Record,CrossFit,unknown,Adidas
2259,Li Wei,M,32,CHN,+109kg,?,2021,N/A,189.7,134.9,?,unknown,Li Zhang,?,Silver,?,?,Yes,unknown
2260,Laura Gómez,F,53,Egypt,-81kg,European Cup,2023,52kg,172kg,289.3,110kg,Madrid Strength,Unknown,?,N/A,National Record,N/A,unknown,Eleiko
,David Müller,M,39,Brazil,-55kg,N/A,2018,113kg,N/A,300kg,?,Madrid Strength,Michael Johnson,?,?,World Record,Olympic,?,Reebok
,Emma Brown,F,N/A,Mexico,-61kg,European Cup,2010,?,122kg,N/A,?,Team USA,Unknown,?,None,World Record,Olympic,Yes,Under Armour
,Carlos Ruiz,?,65,CHN,-67kg,Tokyo 2021,2022,0,175.6,345.8,N/A,Berlin Power,Michael Johnson,?,Bronze,N/A,?,Yes,Under Armour
2264,Sofia López,Female,?,Unknown,73KG,National Open,2025,?,N/A,?,102kg,CN Barcelona,Li Zhang,0,?,World Record,Olympic,unknown,Eleiko
,Miguel Santos,?,N/A,Spain,-81kg,Olympics 2020,2015,109kg,N/A,300kg,112kg,Berlin Power,Carlos Ruiz,0,Gold,World Record,Powerlifting,N,unknown
,David Müller,F,43,France,-55kg,European Cup,2010,0,92.3,N/A,99.5,Beijing Barbell,Li Zhang,15,Silver,N/A,N/A,N,Adidas
ath_2266,Li Wei,M,50,Italy,N/A,Continental Cup,9999,?,71.5,N/A,?,Madrid Strength,?,N/A,Bronze,Personal Best,Olympic,No,Reebok
ath_2267,James Lee,M,57,Russia,-81kg,Continental Cup,2024,N/A,111kg,300kg,N/A,Roma Lifting,Unknown,5,None,World Record,CrossFit,unknown,Rogue
,?,M,?,France,-61kg,World Championship,9999,N/A,-1,?,67.5,Roma Lifting,Pedro López,N/A,N/A,None,?,N,Puma
ath_2269,David Müller,M,43,Germany,-73kg,Panamerican Games,2010,0,-1,?,124.3,Tokyo Lift Club,Carlos Ruiz,0,?,None,CrossFit,?,Rogue
2271,Miguel Santos,F,27,France,-81kg,Panamerican Games,2017,0,-1,N/A,N/A,CN Barcelona,N/A,0,None,N/A,Powerlifting,No,Puma
,?,unknown,37,Brazil,-109kg,Junior Championship,2019,101kg,-1,221.0,81.1,Madrid Strength,Anna Müller,4,Silver,N/A,?,unknown,Puma
,Miguel Santos,F,13,CHN,-61kg,?,2015,173kg,?,225.7,106.9,CN Barcelona,?,N/A,?,None,Olympic,unknown,Reebok
,Sofia López,F,60,RUS,73KG,Tokyo 2021,?,?,71kg,245.2,57kg,Madrid Strength,Anna Müller,5,Gold,None,N/A,?,Nike
ath_2274,Sofia López,unknown,N/A,Germany,-96kg,World Championship,?,N/A,85kg,N/A,74.5,Cairo Strong,Anna Müller,0,None,Personal Best,CrossFit,unknown,Under Armour
,Sofia López,M,22,China,-96kg,National Open,2013,167.7,160kg,190.4,97kg,London Barbell,Li Zhang,N/A,N/A,National Record,CrossFit,Y,Under Armour
2277,Elena Petrova,Female,21,CHN,N/A,National Open,2017,?,150.3,290.3,110kg,London Barbell,Carlos Ruiz,N/A,?,Personal Best,Powerlifting,?,Eleiko
ath_2277,Maria Rossi,unknown,?,Unknown,-96kg,European Cup,2011,125kg,N/A,N/A,N/A,Berlin Power,?,0,None,N/A,N/A,Yes,Rogue
