athlete_id,name,gender,age,country,category,competition,year,snatch_kg,clean_and_jerk_kg,total_kg,body_weight_kg,team,coach,event_rank,medal,record_status,lifting_style,injury_history,sponsor
,Li Wei,Male,?,Italy,-109kg,European Cup,2021,0,-1,,121.0,CN Barcelona,Pedro López,0,,World Record,,Yes,
ath_896,Elena Petrova,M,22,Germany,-96kg,Olympics 2020,9999,75kg,216kg,,,Berlin Power,?,?,Bronze,,?,Y,
,David Müller,Male,,Italy,-81kg,Olympics 2020,?,171.3,-1,158.0,116.3,Beijing Barbell,Pedro López,3,,,Powerlifting,N,Under Armour
ath_898,Carlos Ruiz,?,?,usa,+109kg,Panamerican Games,2023,98kg,?,381.6,,CN Barcelona,Carlos Ruiz,18,Bronze,,Functional,Yes,Puma
ath_899,Youssef Ahmed,M,17,spain,,European Cup,2017,?,-1,300kg,120kg,Berlin Power,,0,?,,?,?,Rogue
,Li Wei,unknown,?,Russia,-109kg,?,2023,142kg,133kg,300kg,?,Madrid Strength,Anna Müller,?,Gold,National Record,,Y,Puma
,Laura Gómez,F,,China,-73kg,European Cup,2020,,,236.0,?,CN Barcelona,Carlos Ruiz,0,?,Personal Best,Olympic,Y,Eleiko
903,Elena Petrova,Female,56,Brazil,-61kg,?,2020,0,-1,381.3,46.9,CN Barcelona,,,Bronze,,Powerlifting,unknown,Puma
ath_903,Maria Rossi,unknown,36,Spain,+109kg,Tokyo 2021,2014,0,?,370.6,?,CN Barcelona,,14,Bronze,,?,unknown,
,Hiro Tanaka,unknown,,USA,+109kg,Olympics 2020,2025,62kg,186.8,300kg,80kg,Beijing Barbell,?,?,Silver,World Record,CrossFit,unknown,Eleiko
ath_905,Maria Rossi,unknown,?,Unknown,-81kg,National Open,2015,61kg,,,55.4,Roma Lifting,Anna Müller,0,,National Record,CrossFit,N,Eleiko
907,Unknown,unknown,22,usa,,?,2018,51.7,-1,,84.4,London Barbell,Michael Johnson,9,,?,,?,unknown
908,,Female,16,spain,-73kg,Tokyo 2021,2015,75kg,?,154.3,124.0,London Barbell,Carlos Ruiz,19,Gold,,,unknown,Eleiko
,Maria Rossi,F,,Unknown,-55kg,Panamerican Games,2019,,?,,108kg,Berlin Power,Li Zhang,?,,Personal Best,Olympic,?,Rogue
910,James Lee,M,?,spain,73KG,Olympics 2020,,?,98kg,248.2,,Beijing Barbell,Pedro López,18,?,Personal Best,Functional,Y,Reebok
911,Sarah Johnson,F,18,Russia,,Olympics 2020,2021,,,,,Tokyo Lift Club,Pedro López,4,Bronze,Personal Best,CrossFit,N,Eleiko
,,?,32,France,,Olympics 2020,,177.6,-1,299.6,102.1,Cairo Strong,Unknown,15,?,Personal Best,,Yes,Nike
ath_912,Miguel Santos,M,23,usa,-109kg,World Championship,2023,,207kg,143.7,63.0,CN Barcelona,Anna Müller,7,?,,Functional,unknown,Rogue
,Elena Petrova,Female,,RUS,,Olympics 2020,9999,?,-1,172.8,,CN Barcelona,Pedro López,0,Silver,National Record,,Yes,unknown
,Unknown,Male,,Germany,-96kg,?,2010,?,203kg,334.8,,Cairo Strong,Pedro López,,?,World Record,?,unknown,
ath_915,,unknown,49,Mexico,-81kg,Continental Cup,2022,0,75.1,?,59.6,Beijing Barbell,Unknown,,,,Functional,Y,unknown
,,unknown,44,Germany,-109kg,European Cup,2024,?,?,300kg,,unknown,,,?,National Record,?,?,
,Laura Gómez,M,,RUS,-81kg,Junior Championship,2013,?,168.6,,102kg,Team USA,?,0,Gold,,Functional,Y,Reebok
919,David Müller,Male,53,Egypt,-81kg,Junior Championship,,50.6,-1,207.5,84.8,Berlin Power,Unknown,?,Gold,World Record,Olympic,?,Under Armour
ath_919,John Smith,Male,?,spain,+109kg,,2020,?,209kg,223.5,106.9,Roma Lifting,Carlos Ruiz,16,Gold,,Olympic,Yes,unknown
921,Maria Rossi,Female,52,usa,,Tokyo 2021,2024,80kg,198.3,131.7,64kg,Team USA,Michael Johnson,0,?,?,CrossFit,No,Rogue
922,Laura Gómez,Male,,Unknown,-73kg,?,2024,0,,305.1,64.1,Roma Lifting,Carlos Ruiz,,,,Olympic,Yes,Nike
ath_922,Laura Gómez,unknown,18,Russia,-67kg,National Open,2017,?,-1,249.9,60kg,Madrid Strength,Unknown,14,?,?,Powerlifting,unknown,
,,unknown,20,CHN,,,2019,86.9,128.7,?,?,Roma Lifting,Carlos Ruiz,?,?,World Record,Functional,unknown,
925,?,Female,34,BRA,-109kg,Panamerican Games,2017,113kg,75kg,316.6,,unknown,Anna Müller,,Bronze,Personal Best,Olympic,Yes,Adidas
ath_925,John Smith,?,11,France,-96kg,National Open,9999,0,-1,300kg,143.3,Berlin Power,Michael Johnson,?,,,?,unknown,unknown
ath_926,James Lee,F,44,Russia,+109kg,European Cup,,157kg,-1,?,97kg,Tokyo Lift Club,Pedro López,0,Gold,World Record,Powerlifting,N,Puma
ath_927,Emma Brown,M,?,Brazil,-67kg,?,2011,,?,,132.2,Team USA,,0,?,World Record,Olympic,?,Adidas
,Maria Rossi,Male,?,Mexico,-67kg,World Championship,2014,0,144.4,300kg,,Roma Lifting,,,?,Personal Best,Functional,Y,unknown
,Sarah Johnson,?,28,RUS,+109kg,Continental Cup,9999,,,300kg,,Tokyo Lift Club,Michael Johnson,0,,?,CrossFit,unknown,Under Armour
931,Sarah Johnson,F,10,Mexico,-109kg,?,2016,88kg,?,?,,Tokyo Lift Club,Anna Müller,0,Silver,Personal Best,,N,Puma
ath_931,?,Male,?,Egypt,-96kg,Junior Championship,2012,0,,,89.0,Cairo Strong,,?,,,Olympic,?,Reebok
ath_932,,M,,Italy,+109kg,World Championship,,88kg,154kg,?,120kg,Cairo Strong,Carlos Ruiz,19,Silver,,Functional,?,Adidas
ath_933,John Smith,F,18,Egypt,-81kg,,9999,,193.5,300kg,,Beijing Barbell,,0,,?,CrossFit,N,unknown
ath_934,Emma Brown,F,49,Italy,73KG,?,2016,,,?,?,Berlin Power,Anna Müller,?,Gold,World Record,?,Y,Puma
936,,?,?,Italy,-81kg,World Championship,2020,166.6,,?,106kg,unknown,,0,?,World Record,,No,Under Armour
937,Youssef Ahmed,F,11,Russia,-109kg,World Championship,2013,75kg,,300kg,?,Madrid Strength,Michael Johnson,4,Bronze,National Record,CrossFit,No,Puma
938,Laura Gómez,Female,?,Russia,,?,2021,59.4,-1,?,125.0,Tokyo Lift Club,Unknown,?,Gold,,Functional,N,Reebok
,,Female,39,spain,-109kg,Tokyo 2021,2024,0,?,201.5,,CN Barcelona,?,5,,,?,unknown,Eleiko
,Sofia López,Male,35,USA,-55kg,Olympics 2020,2019,,?,?,90kg,Roma Lifting,Li Zhang,0,,National Record,Powerlifting,Y,
,Emma Brown,F,30,USA,+109kg,,2018,115kg,165kg,?,73kg,Cairo Strong,Michael Johnson,10,Bronze,National Record,CrossFit,Yes,
942,John Smith,F,25,spain,-73kg,Panamerican Games,9999,,,205.3,,Cairo Strong,Pedro López,?,?,Personal Best,CrossFit,unknown,Reebok
,Laura Gómez,Male,30,Spain,+109kg,Olympics 2020,2012,131.2,189kg,300kg,112.8,Roma Lifting,Unknown,13,,Personal Best,Powerlifting,?,Adidas
,Laura Gómez,Female,?,Japan,+109kg,National Open,2015,0,,300kg,72kg,London Barbell,?,0,Gold,,CrossFit,?,Adidas
ath_944,,Male,?,Egypt,-67kg,European Cup,2023,85kg,170kg,322.9,57kg,London Barbell,Unknown,0,Silver,,Powerlifting,unknown,Puma
ath_945,Laura Gómez,F,36,Brazil,+109kg,Junior Championship,9999,141kg,106.0,300kg,?,Berlin Power,Michael Johnson,?,Bronze,?,?,?,
ath_946,,F,62,CHN,,World Championship,2025,171.9,?,,112.7,Roma Lifting,Anna Müller,,Bronze,,CrossFit,No,Nike
ath_947,Elena Petrova,Female,24,Italy,-61kg,,2010,?,?,121.4,107kg,Madrid Strength,Anna Müller,,Gold,?,Powerlifting,N,
949,James Lee,F,22,USA,-67kg,Continental Cup,2023,161kg,,152.9,?,Cairo Strong,Li Zhang,,Gold,,Powerlifting,Y,Under Armour
,Maria Rossi,M,?,Unknown,-61kg,Olympics 2020,2012,?,-1,255.6,71kg,Tokyo Lift Club,?,0,Silver,,,Yes,unknown
951,Miguel Santos,Male,60,spain,+109kg,World Championship,2014,?,105kg,?,57.0,Team USA,Anna Müller,0,Bronze,World Record,?,Yes,Rogue
952,David Müller,?,67,Spain,-61kg,Junior Championship,2016,136kg,-1,?,61.8,Madrid Strength,Li Zhang,17,,?,,N,
953,Carlos Ruiz,?,30,Spain,+109kg,Panamerican Games,2021,?,121.3,,128.8,Cairo Strong,?,?,,?,?,N,Rogue
954,Elena Petrova,F,?,RUS,-73kg,World Championship,2019,,,157.2,,London Barbell,Unknown,15,,Personal Best,?,Y,Puma
ath_954,David Müller,Female,,France,-81kg,World Championship,2023,63.6,?,300kg,142.1,unknown,Michael Johnson,?,,National Record,Olympic,Yes,unknown
ath_955,Elena Petrova,unknown,27,Russia,-55kg,Olympics 2020,2012,,?,?,57.8,Roma Lifting,Li Zhang,0,,,Olympic,No,Nike
,Li Wei,Male,23,Egypt,-109kg,Tokyo 2021,2014,0,?,154.0,87kg,unknown,Michael Johnson,,Gold,?,?,No,Reebok
958,Emma Brown,F,?,Mexico,-61kg,Junior Championship,2016,?,,300kg,73.5,London Barbell,Anna Müller,,?,,Olympic,unknown,Nike
ath_958,Elena Petrova,?,,USA,-67kg,?,2025,0,-1,328.4,60kg,Berlin Power,Carlos Ruiz,0,,National Record,Functional,N,Under Armour
,Hiro Tanaka,M,?,Russia,-81kg,,?,112.7,?,190.0,,Berlin Power,Anna Müller,0,?,,?,No,Nike
ath_960,?,M,?,usa,-67kg,National Open,2021,,,360.4,61.2,Beijing Barbell,Michael Johnson,10,,Personal Best,CrossFit,No,
962,Sarah Johnson,?,27,CHN,-61kg,Junior Championship,2010,?,129kg,?,?,Berlin Power,Unknown,0,Gold,World Record,,?,Puma
,Unknown,?,,USA,-61kg,Tokyo 2021,2022,0,89.9,?,?,unknown,Pedro López,,Bronze,World Record,,Y,Adidas
ath_963,Anna Kowalska,unknown,55,France,-61kg,Panamerican Games,?,0,,205.6,,Berlin Power,Anna Müller,?,,World Record,,?,Eleiko
965,Unknown,Female,?,Mexico,-96kg,Olympics 2020,2020,0,77kg,,79kg,Berlin Power,?,6,Silver,Personal Best,Olympic,unknown,Eleiko
,Unknown,Male,?,Brazil,-81kg,European Cup,2012,67.7,138kg,,,CN Barcelona,Michael Johnson,,,?,Functional,N,Reebok
,Anna Kowalska,F,54,Spain,-81kg,Continental Cup,2017,,-1,128.7,?,London Barbell,Carlos Ruiz,0,?,,Olympic,N,Under Armour
ath_967,David Müller,Female,33,USA,-67kg,National Open,2020,122.9,,355.1,80kg,CN Barcelona,Unknown,?,?,World Record,Powerlifting,Yes,Rogue
969,Miguel Santos,Female,,Brazil,-96kg,,2015,120kg,92.4,,?,Cairo Strong,Unknown,0,?,,Functional,No,Eleiko
ath_969,Carlos Ruiz,unknown,39,usa,+109kg,National Open,2014,92kg,175.7,?,?,CN Barcelona,Michael Johnson,?,Silver,,,Yes,Under Armour
971,Elena Petrova,Male,?,China,73KG,Panamerican Games,2024,57.8,?,,99kg,Team USA,Li Zhang,?,Gold,National Record,CrossFit,Y,Adidas
,Sofia López,?,?,BRA,-61kg,World Championship,2018,?,?,,105kg,Beijing Barbell,Pedro López,,Bronze,,Functional,Yes,Rogue
,,M,?,Spain,-67kg,Continental Cup,2017,106kg,,300kg,93kg,Tokyo Lift Club,Michael Johnson,0,Silver,Personal Best,,unknown,Reebok
974,Miguel Santos,Female,,spain,-96kg,National Open,2014,103.2,195.8,209.3,149.8,Beijing Barbell,,14,Gold,Personal Best,Functional,Yes,Reebok
ath_974,Li Wei,Male,,France,-73kg,,2018,0,122kg,,112.7,CN Barcelona,,0,Silver,World Record,,No,Nike
,Sofia López,M,?,Japan,-81kg,Olympics 2020,2013,148.8,-1,?,74kg,Roma Lifting,Unknown,?,Silver,Personal Best,,Y,Adidas
ath_976,Laura Gómez,F,18,Unknown,-73kg,Olympics 2020,2015,?,149kg,?,97kg,Madrid Strength,Anna Müller,?,,World Record,Olympic,No,
ath_977,Youssef Ahmed,M,36,France,-109kg,European Cup,2014,78kg,173.4,187.4,?,Roma Lifting,Anna Müller,,Gold,?,Functional,Yes,Reebok
ath_978,Maria Rossi,?,29,Brazil,-96kg,?,2024,141.4,?,300kg,52kg,Madrid Strength,Carlos Ruiz,?,Silver,National Record,Functional,unknown,Rogue
,Unknown,unknown,55,China,-67kg,Olympics 2020,2018,,,?,,Roma Lifting,Michael Johnson,?,?,,?,?,Rogue
ath_980,Laura Gómez,Female,,Egypt,-61kg,?,2020,,133.0,300kg,108.8,Team USA,Carlos Ruiz,0,?,World Record,Functional,N,Puma
982,Miguel Santos,F,,Unknown,-81kg,Olympics 2020,?,0,,300kg,75kg,CN Barcelona,?,?,Silver,Personal Best,Functional,Y,Eleiko
ath_982,Emma Brown,M,?,USA,,Panamerican Games,2013,?,-1,,?,Tokyo Lift Club,Anna Müller,,,,Functional,?,Nike
,James Lee,Female,17,Germany,-67kg,Tokyo 2021,9999,0,-1,278.2,146.8,CN Barcelona,,12,,Personal Best,Olympic,No,Rogue
985,Elena Petrova,M,35,Egypt,-61kg,Panamerican Games,?,118kg,165kg,300kg,?,London Barbell,Li Zhang,,,Personal Best,?,Y,Puma
ath_985,Youssef Ahmed,Female,50,Russia,,Continental Cup,2022,?,?,300kg,,Berlin Power,Carlos Ruiz,0,,,CrossFit,N,Eleiko
ath_986,Elena Petrova,F,70,Japan,-73kg,National Open,2015,80kg,190kg,300kg,67kg,Roma Lifting,Anna Müller,,,?,?,Yes,Eleiko
,David Müller,F,?,Spain,73KG,Junior Championship,2018,?,-1,?,?,Team USA,Michael Johnson,,?,National Record,Powerlifting,Y,Rogue
989,David Müller,F,?,Mexico,-67kg,Tokyo 2021,2020,?,?,300kg,102.6,Roma Lifting,Michael Johnson,?,Bronze,National Record,Powerlifting,Yes,Puma
990,Elena Petrova,M,?,Germany,-67kg,Olympics 2020,9999,58kg,?,,58.4,Madrid Strength,Anna Müller,?,,World Record,Functional,Yes,
,Miguel Santos,Female,29,Germany,-67kg,Junior Championship,9999,129kg,-1,210.8,95kg,unknown,Carlos Ruiz,0,,?,?,N,Adidas
992,Emma Brown,Female,,China,-109kg,Continental Cup,?,85kg,124.9,300kg,?,Tokyo Lift Club,?,6,Silver,National Record,Functional,Y,unknown
ath_992,Anna Kowalska,unknown,?,spain,73KG,Panamerican Games,2016,96kg,187.1,?,80kg,Berlin Power,?,14,Silver,,?,Yes,Eleiko
,Miguel Santos,Female,32,Brazil,-73kg,?,?,0,114kg,137.7,,Madrid Strength,Unknown,?,,,CrossFit,Yes,Under Armour
995,,?,43,France,-109kg,World Championship,?,0,?,289.9,112.8,Beijing Barbell,Li Zhang,12,Silver,Personal Best,CrossFit,Y,Adidas
ath_995,Unknown,?,?,Mexico,-109kg,,2013,?,142.6,,58.3,unknown,Carlos Ruiz,?,Bronze,,CrossFit,Yes,unknown
ath_996,James Lee,?,,Japan,-96kg,Panamerican Games,?,0,,201.4,70kg,Tokyo Lift Club,Michael Johnson,?,,?,?,unknown,Reebok
,Hiro Tanaka,?,?,CHN,-55kg,European Cup,2020,101.3,?,,76.8,Berlin Power,,,,National Record,Powerlifting,?,Reebok
,David Müller,F,,Spain,-96kg,Continental Cup,2017,?,-1,?,73kg,Cairo Strong,Michael Johnson,?,Silver,National Record,Functional,N,Reebok
ath_999,,?,45,Brazil,-67kg,National Open,2014,?,,300kg,95kg,Berlin Power,,,Silver,Personal Best,CrossFit,N,
,Laura Gómez,?,,China,-109kg,Continental Cup,2021,108.4,?,300kg,92.7,unknown,Anna Müller,3,Silver,National Record,Powerlifting,Yes,Rogue
ath_1001,?,Male,?,France,73KG,National Open,2025,151.5,-1,142.9,55kg,London Barbell,Li Zhang,?,?,,,N,Puma
1003,Laura Gómez,Female,?,usa,+109kg,European Cup,2015,149.3,-1,300kg,87.5,Team USA,Carlos Ruiz,,Bronze,World Record,Olympic,unknown,Reebok
ath_1003,Miguel Santos,?,?,China,-96kg,Panamerican Games,?,50kg,,,125.5,CN Barcelona,,,,?,,No,unknown
,Anna Kowalska,F,40,spain,+109kg,Olympics 2020,2014,102kg,?,181.9,99kg,Tokyo Lift Club,?,,?,?,CrossFit,N,
1006,Anna Kowalska,?,69,Italy,-73kg,?,2021,,,,95kg,Team USA,Li Zhang,,Bronze,National Record,Functional,No,Adidas
,Unknown,F,?,CHN,-96kg,?,2012,0,?,,117.8,Cairo Strong,Unknown,,?,,?,Y,Eleiko
,John Smith,unknown,41,RUS,-55kg,Tokyo 2021,?,?,213kg,298.5,?,Beijing Barbell,,,Silver,?,CrossFit,unknown,Eleiko
ath_1008,Unknown,Female,14,Germany,-55kg,Tokyo 2021,2025,0,?,?,,Tokyo Lift Club,Pedro López,,,National Record,?,Yes,Nike
1010,Miguel Santos,M,?,Japan,-96kg,Panamerican Games,2019,175.9,-1,300kg,114kg,Team USA,?,0,Gold,World Record,CrossFit,Yes,Puma
,David Müller,?,?,Japan,-81kg,European Cup,2014,129kg,,300kg,?,Beijing Barbell,Michael Johnson,1,?,Personal Best,,Y,Rogue
,David Müller,M,69,Russia,-81kg,World Championship,2018,0,,,?,Roma Lifting,,,Bronze,,?,N,
,John Smith,M,21,usa,,,?,179kg,97.4,156.7,109.1,Cairo Strong,Michael Johnson,,Bronze,World Record,CrossFit,Yes,Rogue
ath_1013,Miguel Santos,?,48,spain,+109kg,Panamerican Games,,111kg,89kg,220.7,97kg,Beijing Barbell,?,?,?,,Functional,Yes,Adidas
ath_1014,?,?,24,RUS,-73kg,Continental Cup,2015,78.9,,300kg,?,Tokyo Lift Club,Anna Müller,?,Silver,National Record,Functional,?,
ath_1015,Sarah Johnson,F,45,Russia,-81kg,Olympics 2020,2017,174.6,?,,,Team USA,?,10,?,World Record,Powerlifting,Yes,Reebok
,Miguel Santos,?,21,CHN,-67kg,European Cup,9999,133kg,217.5,,?,Tokyo Lift Club,Carlos Ruiz,0,Gold,World Record,CrossFit,Y,Reebok
1018,Anna Kowalska,F,?,Spain,73KG,Tokyo 2021,2016,0,190.5,,53kg,Berlin Power,Michael Johnson,9,?,,Functional,?,Adidas
1019,James Lee,?,29,spain,-81kg,European Cup,2017,83.8,-1,?,114kg,Cairo Strong,Unknown,10,Gold,,Functional,No,Puma
ath_1019,Emma Brown,Male,35,BRA,-61kg,World Championship,2014,64.8,?,,?,Tokyo Lift Club,Carlos Ruiz,,,?,Functional,Yes,
,Sarah Johnson,F,35,CHN,-81kg,Olympics 2020,2024,118kg,-1,?,?,London Barbell,,,,World Record,Olympic,No,Rogue
,Li Wei,F,18,France,,Junior Championship,2015,,?,,72kg,Madrid Strength,Carlos Ruiz,0,,National Record,Olympic,N,unknown
,,M,26,RUS,-96kg,Panamerican Games,2023,,?,300kg,?,Beijing Barbell,Pedro López,0,,Personal Best,,Yes,
1024,?,F,23,Egypt,+109kg,European Cup,2018,174.7,-1,,?,Beijing Barbell,Pedro López,20,?,,?,No,Reebok
1025,Maria Rossi,?,29,France,,Tokyo 2021,2023,,159kg,300kg,?,Team USA,Carlos Ruiz,,Bronze,,CrossFit,Y,Puma
,Youssef Ahmed,Female,43,Japan,-96kg,,2011,63kg,151kg,?,120kg,Team USA,Michael Johnson,5,Silver,,Olympic,unknown,Reebok
,Elena Petrova,?,,spain,-55kg,Panamerican Games,9999,?,169.2,225.1,?,Berlin Power,,,,Personal Best,Functional,No,Rogue
1028,Hiro Tanaka,M,35,BRA,-81kg,Junior Championship,2023,130kg,186kg,?,,Cairo Strong,Pedro López,18,?,,Olympic,No,Rogue
ath_1028,Youssef Ahmed,unknown,67,Egypt,-73kg,?,,109.1,101.9,,?,London Barbell,Anna Müller,,,National Record,,No,
,Miguel Santos,M,,China,,Olympics 2020,2025,,90kg,,77.0,unknown,Pedro López,3,,?,Powerlifting,unknown,Puma
ath_1030,David Müller,?,27,France,,European Cup,2018,?,158kg,300kg,,Roma Lifting,Anna Müller,?,Bronze,World Record,Functional,N,Eleiko
ath_1031,Unknown,?,18,China,-109kg,Panamerican Games,2016,?,216kg,300kg,?,Madrid Strength,Pedro López,17,Silver,National Record,Functional,Y,Under Armour
1033,John Smith,M,19,RUS,-109kg,Olympics 2020,2013,0,136kg,?,,London Barbell,Unknown,,Gold,World Record,Powerlifting,N,Reebok
1034,Sarah Johnson,?,,Russia,-61kg,Continental Cup,,0,165kg,,?,Cairo Strong,,0,,National Record,,Y,
ath_1034,James Lee,Male,,Egypt,-109kg,Continental Cup,2021,0,211.6,,70kg,Beijing Barbell,Li Zhang,0,,Personal Best,?,Y,Nike
,Laura Gómez,?,?,Japan,73KG,Tokyo 2021,2016,125.8,?,300kg,113.1,London Barbell,,15,,,,?,
ath_1036,Maria Rossi,unknown,50,Unknown,,?,,?,168kg,381.9,?,Tokyo Lift Club,Unknown,,Silver,World Record,Functional,?,Eleiko
ath_1037,Maria Rossi,unknown,34,CHN,-81kg,Olympics 2020,2018,?,128kg,300kg,?,CN Barcelona,Pedro López,0,Bronze,World Record,Powerlifting,unknown,Puma
,Sarah Johnson,F,27,usa,-55kg,,2010,162.4,,,66.3,unknown,Pedro López,?,?,,Functional,?,Nike
1040,David Müller,F,,Spain,-73kg,?,?,,?,?,110kg,Madrid Strength,?,?,?,National Record,Functional,Yes,Puma
ath_1040,?,Male,48,Brazil,+109kg,Continental Cup,2020,74.8,107kg,,88.2,Roma Lifting,Michael Johnson,,?,,,unknown,Eleiko
ath_1041,Unknown,Male,65,RUS,-109kg,Tokyo 2021,2023,0,97.4,300kg,141.6,unknown,Pedro López,0,Silver,?,CrossFit,No,Nike
1043,Laura Gómez,unknown,,France,-109kg,Continental Cup,?,0,200.9,193.9,57kg,Tokyo Lift Club,Li Zhang,0,Gold,Personal Best,Powerlifting,N,Eleiko
ath_1043,John Smith,F,?,USA,-61kg,Tokyo 2021,2023,0,160kg,300kg,63kg,Tokyo Lift Club,Anna Müller,,Bronze,World Record,,Y,Rogue
1045,Anna Kowalska,Male,?,BRA,,Tokyo 2021,2016,91.9,85.2,?,74.4,CN Barcelona,,9,Bronze,,CrossFit,?,Puma
1046,John Smith,Female,62,Mexico,-81kg,Tokyo 2021,?,,176.1,,,Roma Lifting,?,?,,?,CrossFit,?,Reebok
1047,Sofia López,F,?,Mexico,73KG,Tokyo 2021,2023,,212.3,135.8,108.9,Cairo Strong,Unknown,?,Bronze,National Record,Powerlifting,No,Puma
,Unknown,Female,27,Egypt,-81kg,Tokyo 2021,2019,?,,300kg,87.9,Tokyo Lift Club,Michael Johnson,?,Gold,?,,No,Under Armour
1049,Sarah Johnson,?,?,CHN,-61kg,Panamerican Games,2014,?,,?,61.4,Madrid Strength,Li Zhang,0,Silver,Personal Best,?,Y,
1050,David Müller,unknown,16,Brazil,-96kg,Panamerican Games,2010,0,212kg,177.8,?,Cairo Strong,Anna Müller,?,Silver,,Functional,?,Rogue
ath_1050,Unknown,Female,,Brazil,-96kg,Olympics 2020,2012,,,379.4,,unknown,Carlos Ruiz,,,,Powerlifting,N,
,Elena Petrova,M,,USA,-109kg,Olympics 2020,2015,0,156.2,,?,Madrid Strength,Anna Müller,0,,National Record,?,unknown,Under Armour
ath_1052,Carlos Ruiz,Male,,usa,+109kg,Panamerican Games,2012,127kg,-1,,,Tokyo Lift Club,Michael Johnson,8,Bronze,National Record,?,Yes,Reebok
,Maria Rossi,?,26,Unknown,-55kg,National Open,2017,92kg,-1,,?,Team USA,,,Bronze,?,,?,Puma
,David Müller,Male,,Unknown,-73kg,Continental Cup,9999,0,173kg,,?,Cairo Strong,Michael Johnson,?,,National Record,Functional,N,Eleiko
1056,Carlos Ruiz,?,44,Germany,+109kg,?,?,?,-1,300kg,,Madrid Strength,Michael Johnson,9,Gold,,?,N,
ath_1056,Maria Rossi,unknown,25,Germany,-55kg,?,2021,138.6,107.2,319.2,,Beijing Barbell,Li Zhang,?,Silver,Personal Best,?,No,Adidas
1058,Carlos Ruiz,F,28,Egypt,-96kg,Olympics 2020,2021,?,91.3,?,61kg,CN Barcelona,Unknown,0,Silver,,,unknown,Puma
1059,,Male,21,Brazil,-96kg,?,2014,82.0,?,305.8,,Madrid Strength,Unknown,4,Silver,World Record,?,No,Rogue
,Emma Brown,unknown,?,Germany,-67kg,Tokyo 2021,2013,?,206.2,126.3,?,CN Barcelona,Carlos Ruiz,?,,,Powerlifting,Y,Eleiko
,Sarah Johnson,unknown,29,usa,-61kg,Continental Cup,2019,0,104kg,,,Tokyo Lift Club,?,9,?,,Functional,Yes,Nike
,Elena Petrova,unknown,52,RUS,73KG,World Championship,2021,107.1,-1,300kg,?,Tokyo Lift Club,Pedro López,0,?,National Record,Functional,Yes,Reebok
ath_1062,Unknown,Male,?,Italy,-109kg,Junior Championship,?,175.6,?,188.0,147.8,unknown,Carlos Ruiz,,Bronze,,,Y,Adidas
ath_1063,Sofia López,Male,?,spain,+109kg,European Cup,2012,,79.6,?,88kg,Beijing Barbell,Carlos Ruiz,,?,Personal Best,Olympic,Y,Under Armour
,Maria Rossi,Male,36,RUS,73KG,Tokyo 2021,?,,211.6,,111kg,Team USA,Pedro López,0,Silver,World Record,Powerlifting,Yes,unknown
1066,James Lee,unknown,,Italy,-55kg,World Championship,2015,0,103.4,?,?,Roma Lifting,Pedro López,,,,?,unknown,Puma
1067,Sarah Johnson,F,17,BRA,-96kg,?,2015,78kg,,?,,Roma Lifting,Pedro López,?,Bronze,Personal Best,?,Yes,Reebok
1068,Anna Kowalska,unknown,38,CHN,-81kg,?,2010,0,158kg,,51kg,Roma Lifting,Unknown,,,,Functional,N,Adidas
ath_1068,,?,20,Germany,,?,2024,160.9,-1,,,Beijing Barbell,,,,?,Powerlifting,unknown,Nike
1070,Sofia López,Male,,Mexico,-55kg,European Cup,2013,,?,300kg,,London Barbell,Carlos Ruiz,0,?,,CrossFit,?,Eleiko
,Miguel Santos,F,?,Unknown,-81kg,Panamerican Games,2022,59kg,?,?,?,Cairo Strong,Anna Müller,,Bronze,World Record,CrossFit,Yes,unknown
ath_1071,Elena Petrova,Female,?,Italy,-96kg,Olympics 2020,2021,115kg,160kg,249.6,117.2,Cairo Strong,Li Zhang,?,Silver,,,N,Reebok
1073,James Lee,unknown,33,Mexico,-81kg,?,2020,0,,290.4,115kg,Berlin Power,Li Zhang,?,Gold,?,Powerlifting,unknown,Nike
1074,?,F,64,Russia,-81kg,Tokyo 2021,2012,0,?,,,CN Barcelona,Michael Johnson,,Gold,,,N,Under Armour
1075,Miguel Santos,Male,?,Brazil,73KG,Tokyo 2021,2017,0,217.7,,66.0,CN Barcelona,Unknown,,Silver,,Functional,Y,
,Carlos Ruiz,unknown,,spain,-96kg,,?,141kg,191.5,?,?,Roma Lifting,?,0,Silver,,Powerlifting,unknown,Eleiko
ath_1076,Sofia López,Female,53,China,-96kg,European Cup,2025,?,207kg,300kg,,Berlin Power,Michael Johnson,9,,,CrossFit,N,
,Maria Rossi,?,,Spain,,European Cup,2019,,113.4,?,59.3,unknown,?,,,Personal Best,Functional,N,
1079,Sofia López,unknown,29,RUS,73KG,Olympics 2020,2016,,157.2,?,53.7,Berlin Power,Carlos Ruiz,?,,World Record,Functional,N,
,Hiro Tanaka,Male,,Egypt,-109kg,National Open,2018,,134kg,,87kg,Tokyo Lift Club,Anna Müller,,Bronze,World Record,Olympic,Yes,Puma
1081,Anna Kowalska,F,44,USA,-109kg,?,2025,61.0,110.5,,62.6,Team USA,Pedro López,,Silver,World Record,Olympic,unknown,unknown
ath_1081,David Müller,unknown,56,Germany,-109kg,Continental Cup,2013,148kg,,?,,Madrid Strength,Carlos Ruiz,0,,World Record,Powerlifting,N,Adidas
