athlete_id,name,gender,age,country,category,competition,year,snatch_kg,clean_and_jerk_kg,total_kg,body_weight_kg,team,coach,event_rank,medal,record_status,lifting_style,injury_history,sponsor
,carlos ruiz,f,16.0,spain,-109kg,tokyo 2021,2017.0,69.4,145.0,300.0,90.0,,,0.0,gold,,,,nike
1616,hiro tanaka,f,14.0,usa,-73kg,continental cup,2015.0,89.0,88.0,300.0,90.0,cairo strong,,16.0,bronze,personal best,,y,reebok
ath_1616,,female,61.0,spain,-67kg,olympics 2020,2020.0,84.0,145.0,252.2,90.0,cairo strong,li zhang,,,,powerlifting,y,adidas
,,f,16.0,china,-73kg,continental cup,2023.0,0.0,145.0,354.4,90.0,madrid strength,pedro lópez,0.0,,,powerlifting,n,reebok
,anna kowalska,m,32.0,china,,,2015.0,112.0,145.0,355.5,90.0,tokyo lift club,,0.0,silver,world record,functional,y,eleiko
1620,youssef ahmed,female,34.0,italy,-61kg,,2012.0,0.0,145.0,300.0,79.0,london barbell,michael johnson,,bronze,,powerlifting,no,
,john smith,female,34.0,egypt,-81kg,world championship,2012.0,0.0,145.0,300.0,90.0,roma lifting,,0.0,,personal best,olympic,no,
ath_1621,james lee,male,18.0,egypt,-55kg,continental cup,2012.0,84.0,106.0,300.0,90.0,roma lifting,pedro lópez,2.0,silver,,,y,adidas
,john smith,m,25.0,italy,-73kg,,2015.0,69.0,145.0,153.1,90.0,roma lifting,michael johnson,0.0,,,crossfit,no,rogue
1624,anna kowalska,m,31.0,italy,-109kg,panamerican games,2017.0,52.0,145.0,300.0,114.5,team usa,anna müller,,,personal best,crossfit,y,puma
ath_1624,elena petrova,,34.0,egypt,+109kg,tokyo 2021,2019.0,0.0,145.0,215.5,70.8,cairo strong,li zhang,,silver,world record,,,
,james lee,m,34.0,japan,-96kg,,2014.0,84.0,137.0,300.0,87.0,team usa,michael johnson,11.0,silver,personal best,powerlifting,n,
,li wei,female,34.0,,-61kg,continental cup,2021.0,137.7,145.0,300.0,100.6,madrid strength,michael johnson,,,national record,powerlifting,y,nike
,carlos ruiz,,15.0,spain,-96kg,national open,2019.0,84.0,145.0,300.0,90.0,tokyo lift club,,,silver,,,yes,rogue
,sofia lópez,male,34.0,mexico,-55kg,world championship,2019.0,65.2,210.4,312.3,90.0,beijing barbell,li zhang,0.0,silver,personal best,functional,,nike
1630,laura gómez,female,34.0,rus,+109kg,olympics 2020,2019.0,0.0,87.1,300.0,64.9,beijing barbell,,,,,crossfit,no,under armour
ath_1630,john smith,,34.0,spain,-61kg,panamerican games,2013.0,84.0,145.0,240.8,90.0,cn barcelona,michael johnson,0.0,,national record,functional,n,reebok
1632,li wei,female,40.0,japan,-55kg,,2023.0,147.0,145.0,310.8,90.0,london barbell,carlos ruiz,,,,,y,
,maria rossi,,34.0,mexico,-109kg,olympics 2020,2022.0,84.0,145.0,180.3,56.8,london barbell,michael johnson,0.0,silver,,,no,
ath_1633,sarah johnson,,24.0,germany,-55kg,olympics 2020,2021.0,84.0,145.0,222.2,52.0,madrid strength,pedro lópez,0.0,gold,world record,olympic,n,adidas
1635,elena petrova,,34.0,,-61kg,,2019.0,84.0,145.0,287.9,86.0,roma lifting,,,gold,national record,,,nike
1636,laura gómez,m,32.0,usa,-109kg,olympics 2020,2015.0,85.2,145.0,255.2,90.0,,,,,personal best,,n,
,anna kowalska,f,29.0,germany,73kg,panamerican games,2015.0,138.2,184.6,300.0,144.1,beijing barbell,pedro lópez,9.0,,,,,puma
,elena petrova,f,50.0,japan,-73kg,world championship,2015.0,84.0,117.6,300.0,74.9,cn barcelona,pedro lópez,,,personal best,functional,,eleiko
,sarah johnson,male,28.0,russia,-81kg,continental cup,2015.0,171.0,201.1,175.4,90.0,london barbell,,,bronze,,powerlifting,no,
,li wei,,34.0,russia,-96kg,continental cup,2011.0,65.0,145.0,300.0,106.0,,anna müller,,,world record,olympic,n,nike
ath_1640,anna kowalska,f,43.0,germany,-73kg,olympics 2020,2024.0,148.2,145.0,300.0,73.0,cairo strong,michael johnson,,silver,,functional,n,adidas
ath_1641,carlos ruiz,m,52.0,brazil,-67kg,tokyo 2021,2013.0,84.0,145.0,300.0,139.0,roma lifting,pedro lópez,,bronze,,powerlifting,,puma
ath_1642,hiro tanaka,f,40.0,rus,-81kg,panamerican games,2010.0,159.2,145.0,162.0,90.0,roma lifting,li zhang,,,,olympic,no,
1644,,,34.0,japan,-55kg,european cup,2022.0,151.2,126.0,172.0,90.0,madrid strength,pedro lópez,0.0,gold,,functional,yes,puma
,sofia lópez,,68.0,italy,-96kg,,2015.0,0.0,145.0,300.0,71.2,cairo strong,li zhang,17.0,silver,national record,crossfit,yes,under armour
ath_1645,,,34.0,chn,-67kg,national open,2022.0,123.6,145.0,375.5,90.0,roma lifting,michael johnson,,gold,national record,olympic,,nike
,laura gómez,m,28.0,egypt,-96kg,european cup,2015.0,84.0,156.0,300.0,111.7,cairo strong,,0.0,,,,n,reebok
1648,hiro tanaka,,27.0,germany,73kg,european cup,2016.0,0.0,145.0,300.0,108.0,cn barcelona,pedro lópez,2.0,bronze,national record,,,
ath_1648,,,29.0,germany,-109kg,panamerican games,2011.0,115.6,156.0,300.0,90.0,cairo strong,pedro lópez,,,personal best,crossfit,,eleiko
ath_1649,elena petrova,female,31.0,usa,-55kg,panamerican games,2017.0,84.0,182.0,300.0,90.0,beijing barbell,,0.0,bronze,,powerlifting,,
1651,laura gómez,f,34.0,brazil,-55kg,,2013.0,153.8,145.0,300.0,90.0,berlin power,,,gold,world record,,n,
ath_1651,sarah johnson,m,34.0,egypt,,european cup,2014.0,84.0,145.0,300.0,90.0,,anna müller,,bronze,,crossfit,n,rogue
1653,james lee,f,34.0,usa,73kg,,2015.0,84.0,145.0,300.0,79.0,team usa,carlos ruiz,,,,crossfit,,nike
,sofia lópez,,43.0,egypt,-96kg,olympics 2020,2015.0,166.0,166.9,162.7,90.0,tokyo lift club,carlos ruiz,0.0,,personal best,functional,yes,nike
,david müller,f,34.0,spain,-55kg,olympics 2020,2017.0,84.0,156.1,300.0,103.0,,li zhang,,bronze,,,,
1656,,,62.0,russia,-96kg,continental cup,2023.0,84.0,145.0,300.0,72.1,tokyo lift club,pedro lópez,,,personal best,,,puma
ath_1656,sofia lópez,,35.0,france,-67kg,junior championship,2017.0,84.0,162.0,300.0,87.7,tokyo lift club,li zhang,0.0,silver,world record,,,reebok
1658,sarah johnson,,34.0,spain,,european cup,2013.0,88.3,145.0,300.0,90.0,cairo strong,michael johnson,8.0,,world record,crossfit,y,eleiko
ath_1658,hiro tanaka,female,44.0,egypt,+109kg,panamerican games,2024.0,0.0,145.0,363.4,90.0,cairo strong,pedro lópez,,,,olympic,,under armour
ath_1659,li wei,m,27.0,bra,73kg,tokyo 2021,2014.0,0.0,113.2,301.7,90.0,tokyo lift club,li zhang,8.0,bronze,,crossfit,n,rogue
1661,maria rossi,f,32.0,russia,-109kg,world championship,2020.0,55.0,145.0,215.1,143.0,,carlos ruiz,,,,powerlifting,,nike
ath_1661,elena petrova,,34.0,italy,-96kg,continental cup,2015.0,78.0,145.0,323.9,102.0,cairo strong,carlos ruiz,0.0,,,,y,puma
ath_1662,john smith,female,34.0,rus,-109kg,tokyo 2021,2023.0,0.0,172.0,300.0,140.2,berlin power,anna müller,19.0,silver,,crossfit,y,under armour
,sofia lópez,,34.0,rus,-109kg,continental cup,2015.0,84.0,145.0,300.0,90.0,roma lifting,michael johnson,0.0,,,functional,yes,reebok
ath_1664,anna kowalska,f,41.0,rus,-109kg,european cup,2019.0,76.0,181.0,300.0,90.0,beijing barbell,,,gold,world record,olympic,y,nike
1666,sofia lópez,,43.0,france,,,2016.0,84.0,145.0,154.6,90.0,team usa,michael johnson,3.0,bronze,,powerlifting,,reebok
,sarah johnson,,16.0,usa,-81kg,national open,2010.0,84.0,138.0,300.0,90.0,berlin power,,,bronze,personal best,powerlifting,y,
1668,david müller,,24.0,china,,olympics 2020,2011.0,0.0,169.7,300.0,150.0,team usa,,14.0,silver,national record,functional,y,puma
1669,miguel santos,f,19.0,japan,-96kg,national open,2021.0,102.0,144.5,300.0,97.6,tokyo lift club,anna müller,0.0,,,powerlifting,no,
,james lee,female,34.0,egypt,73kg,,2010.0,133.0,175.0,318.9,53.0,beijing barbell,,0.0,,personal best,functional,no,
,anna kowalska,m,34.0,brazil,-96kg,junior championship,2013.0,74.0,100.1,300.0,125.0,beijing barbell,,0.0,bronze,,,yes,eleiko
1672,miguel santos,,38.0,italy,-67kg,,2013.0,84.0,114.0,300.0,81.0,madrid strength,michael johnson,,,,crossfit,no,adidas
1673,miguel santos,female,23.0,mexico,73kg,panamerican games,2017.0,103.0,145.0,300.0,90.0,cairo strong,pedro lópez,,silver,national record,olympic,,
ath_1673,maria rossi,f,36.0,brazil,-109kg,,2015.0,165.3,145.0,173.9,62.0,beijing barbell,anna müller,16.0,bronze,world record,powerlifting,n,
1675,,female,25.0,germany,-67kg,,2018.0,131.4,145.0,295.8,85.0,roma lifting,michael johnson,,,national record,olympic,yes,
ath_1675,carlos ruiz,m,48.0,,-81kg,european cup,2015.0,67.0,101.2,300.0,90.0,beijing barbell,pedro lópez,4.0,silver,,olympic,yes,reebok
ath_1676,youssef ahmed,,34.0,germany,-55kg,continental cup,2011.0,84.0,145.0,300.0,76.6,tokyo lift club,michael johnson,0.0,,national record,,,
,laura gómez,female,34.0,china,+109kg,continental cup,2012.0,84.0,151.0,300.0,90.0,berlin power,,,silver,national record,,n,nike
ath_1678,sarah johnson,f,34.0,usa,-67kg,continental cup,2011.0,128.0,145.0,300.0,145.9,madrid strength,anna müller,,,national record,crossfit,yes,nike
,,m,29.0,mexico,-61kg,continental cup,2018.0,177.0,145.0,300.0,140.1,team usa,,0.0,bronze,world record,,,
,carlos ruiz,female,27.0,bra,-81kg,panamerican games,2017.0,112.0,145.0,300.0,105.8,cn barcelona,,,gold,world record,powerlifting,,
,maria rossi,male,34.0,spain,,,2013.0,146.7,145.0,300.0,90.0,cn barcelona,anna müller,0.0,silver,,,,nike
,maria rossi,m,45.0,china,-81kg,continental cup,2020.0,84.0,145.0,300.0,90.0,madrid strength,li zhang,13.0,gold,,,n,reebok
1684,elena petrova,,34.0,spain,73kg,junior championship,2024.0,89.4,145.0,300.0,96.0,cairo strong,michael johnson,0.0,bronze,national record,,no,
1685,john smith,,34.0,france,-55kg,panamerican games,2015.0,84.0,145.0,300.0,90.0,london barbell,,,silver,world record,functional,no,eleiko
1686,carlos ruiz,f,23.0,spain,-55kg,national open,2020.0,135.5,145.0,292.1,84.3,roma lifting,,0.0,silver,,functional,n,nike
,james lee,m,34.0,bra,73kg,panamerican games,2010.0,0.0,145.0,300.0,90.0,london barbell,li zhang,,,world record,,no,eleiko
,james lee,,44.0,usa,,continental cup,2015.0,84.0,145.0,300.0,90.0,roma lifting,,0.0,bronze,personal best,,,eleiko
,li wei,f,57.0,france,-55kg,continental cup,2021.0,84.0,139.5,261.8,105.0,madrid strength,,,,,,no,
ath_1689,anna kowalska,m,34.0,germany,-73kg,national open,2013.0,84.0,104.3,300.0,90.0,cn barcelona,michael johnson,15.0,,personal best,crossfit,no,nike
1691,hiro tanaka,female,24.0,brazil,-55kg,european cup,2012.0,0.0,174.2,300.0,90.0,roma lifting,pedro lópez,0.0,bronze,personal best,olympic,y,reebok
,,female,41.0,russia,+109kg,european cup,2016.0,78.0,145.0,300.0,90.0,berlin power,,,bronze,personal best,olympic,y,reebok
1693,john smith,f,34.0,spain,73kg,continental cup,2016.0,84.0,145.0,300.0,69.0,london barbell,,,,,crossfit,,
1694,sofia lópez,f,34.0,egypt,-67kg,olympics 2020,2020.0,84.0,145.0,300.0,97.5,london barbell,,,,world record,crossfit,,eleiko
1695,miguel santos,f,32.0,russia,-109kg,,2022.0,174.6,218.3,300.0,109.0,berlin power,anna müller,,bronze,world record,olympic,y,under armour
ath_1695,miguel santos,,28.0,brazil,-55kg,world championship,2015.0,0.0,145.0,179.0,81.0,london barbell,pedro lópez,,bronze,,powerlifting,y,
1697,anna kowalska,f,34.0,italy,-55kg,european cup,2023.0,0.0,154.0,184.0,90.0,cairo strong,,,gold,,olympic,no,eleiko
ath_1697,hiro tanaka,male,31.0,japan,-96kg,continental cup,2015.0,135.6,71.0,308.2,90.0,beijing barbell,,6.0,bronze,world record,powerlifting,n,nike
1699,laura gómez,female,34.0,spain,-67kg,olympics 2020,2022.0,84.0,125.0,300.0,53.0,cn barcelona,carlos ruiz,0.0,silver,personal best,olympic,,reebok
,emma brown,female,34.0,japan,-109kg,,2014.0,73.9,145.0,300.0,116.0,madrid strength,,,gold,personal best,functional,y,under armour
ath_1700,laura gómez,m,34.0,france,,panamerican games,2022.0,84.0,127.7,169.9,114.9,beijing barbell,michael johnson,,bronze,world record,powerlifting,,adidas
,hiro tanaka,m,34.0,spain,73kg,junior championship,2015.0,124.0,200.6,300.0,90.0,london barbell,,13.0,bronze,,olympic,,reebok
ath_1702,sarah johnson,male,43.0,brazil,-96kg,tokyo 2021,2016.0,91.0,145.0,378.4,140.3,london barbell,pedro lópez,,,personal best,,,eleiko
1704,david müller,male,34.0,brazil,-96kg,,2015.0,84.0,145.0,300.0,99.0,madrid strength,anna müller,0.0,gold,national record,powerlifting,y,nike
1705,maria rossi,f,34.0,france,-55kg,panamerican games,2014.0,74.0,145.0,300.0,90.0,london barbell,michael johnson,,,,,,under armour
ath_1705,,male,34.0,japan,,panamerican games,2017.0,84.0,196.0,300.0,111.0,berlin power,carlos ruiz,,silver,national record,,yes,nike
1707,david müller,f,29.0,spain,-96kg,panamerican games,2012.0,84.0,174.9,261.6,90.0,cairo strong,,0.0,,,powerlifting,y,under armour
ath_1707,elena petrova,female,34.0,russia,-67kg,european cup,2011.0,0.0,145.0,300.0,57.0,team usa,,17.0,,,olympic,,puma
ath_1708,james lee,f,34.0,russia,,panamerican games,2010.0,84.0,148.0,300.0,146.3,,carlos ruiz,0.0,gold,world record,functional,,reebok
,emma brown,f,33.0,germany,,,2025.0,84.0,145.0,300.0,90.0,roma lifting,anna müller,,silver,national record,powerlifting,y,puma
ath_1710,li wei,m,37.0,china,-73kg,,2015.0,140.2,145.0,300.0,60.0,cn barcelona,li zhang,,,personal best,crossfit,y,under armour
,hiro tanaka,female,34.0,france,+109kg,,2012.0,130.2,145.0,300.0,145.7,team usa,michael johnson,,,,powerlifting,y,puma
ath_1712,sofia lópez,male,34.0,bra,-61kg,junior championship,2024.0,84.0,145.0,147.4,90.0,cn barcelona,carlos ruiz,15.0,gold,personal best,crossfit,no,nike
,sofia lópez,male,34.0,brazil,-67kg,olympics 2020,2013.0,139.1,145.0,300.0,94.0,team usa,pedro lópez,0.0,silver,,,,adidas
,li wei,male,32.0,chn,-96kg,,2013.0,84.0,196.0,300.0,90.0,,carlos ruiz,,gold,personal best,functional,,puma
ath_1715,,female,18.0,mexico,,national open,2021.0,0.0,145.0,345.1,90.0,,anna müller,0.0,,national record,powerlifting,yes,puma
ath_1716,,m,33.0,france,-81kg,,2016.0,157.1,164.0,366.3,90.0,roma lifting,anna müller,,,,functional,,nike
1718,elena petrova,male,34.0,japan,-81kg,national open,2024.0,0.0,145.0,300.0,90.0,london barbell,michael johnson,,,,olympic,y,puma
ath_1718,,f,45.0,mexico,-81kg,olympics 2020,2012.0,84.0,145.0,300.0,104.2,team usa,li zhang,,silver,,olympic,,rogue
1720,laura gómez,m,34.0,bra,-109kg,,2015.0,108.0,145.0,300.0,90.0,team usa,carlos ruiz,,bronze,,powerlifting,y,eleiko
ath_1720,elena petrova,m,42.0,usa,-109kg,,2012.0,84.0,123.3,300.0,142.1,madrid strength,,7.0,gold,world record,powerlifting,no,under armour
ath_1721,,f,34.0,russia,-61kg,,2014.0,94.0,84.0,300.0,95.0,cn barcelona,,,silver,,olympic,,
1723,hiro tanaka,,34.0,brazil,73kg,european cup,2018.0,80.1,145.0,300.0,125.9,london barbell,pedro lópez,0.0,,personal best,,yes,eleiko
,carlos ruiz,female,46.0,germany,-55kg,,2017.0,145.0,145.0,300.0,90.0,roma lifting,anna müller,9.0,,,crossfit,yes,eleiko
1725,carlos ruiz,,34.0,italy,-55kg,,2015.0,113.4,145.0,300.0,90.0,cairo strong,li zhang,,silver,world record,,yes,
,,male,34.0,usa,-73kg,national open,2012.0,0.0,145.0,300.0,74.0,madrid strength,,,,national record,powerlifting,yes,
1727,miguel santos,,34.0,egypt,-67kg,continental cup,2017.0,0.0,84.0,300.0,81.0,,,,,,crossfit,yes,eleiko
1728,carlos ruiz,f,39.0,usa,-73kg,continental cup,2021.0,84.0,145.0,182.1,90.0,cn barcelona,,,,,powerlifting,,rogue
,maria rossi,f,38.0,mexico,,olympics 2020,2010.0,84.0,145.0,300.0,90.0,team usa,carlos ruiz,,bronze,,powerlifting,y,
ath_1729,,,44.0,japan,73kg,continental cup,2022.0,95.4,188.3,300.0,77.0,madrid strength,,0.0,,,functional,y,rogue
,carlos ruiz,female,34.0,spain,-96kg,olympics 2020,2023.0,104.0,145.0,300.0,108.4,tokyo lift club,li zhang,,,,functional,yes,puma
ath_1731,maria rossi,female,34.0,usa,73kg,,2015.0,0.0,145.0,300.0,90.0,berlin power,,7.0,silver,personal best,olympic,,puma
1733,laura gómez,male,45.0,spain,-61kg,,2015.0,0.0,145.0,300.0,121.2,london barbell,,2.0,,,,yes,eleiko
ath_1733,youssef ahmed,female,38.0,chn,-55kg,continental cup,2015.0,131.1,127.0,300.0,55.0,cairo strong,pedro lópez,0.0,bronze,national record,crossfit,n,
,sarah johnson,,61.0,spain,-55kg,junior championship,2012.0,155.0,176.7,287.4,90.0,team usa,,,,,,y,
,john smith,m,42.0,rus,-67kg,tokyo 2021,2013.0,84.0,171.5,300.0,90.0,london barbell,,,silver,,,,rogue
,,,51.0,italy,+109kg,olympics 2020,2022.0,164.0,145.0,300.0,94.9,team usa,li zhang,5.0,,,,,adidas
ath_1737,youssef ahmed,,34.0,mexico,-55kg,world championship,2022.0,84.0,145.0,300.0,71.0,madrid strength,,,,personal best,crossfit,no,reebok
,sarah johnson,,45.0,russia,-55kg,panamerican games,2022.0,163.0,145.0,300.0,90.0,berlin power,carlos ruiz,0.0,gold,,,y,
ath_1739,miguel santos,,21.0,bra,73kg,european cup,2024.0,84.0,126.0,341.0,89.0,beijing barbell,,0.0,,,functional,y,
,sarah johnson,m,33.0,japan,-96kg,,2017.0,84.0,93.7,300.0,90.0,cairo strong,li zhang,,silver,world record,crossfit,n,rogue
,james lee,m,27.0,usa,-55kg,national open,2023.0,95.5,120.0,300.0,90.0,cn barcelona,,,,national record,,y,
ath_1742,sofia lópez,m,34.0,japan,-55kg,,2015.0,159.9,145.0,286.1,88.0,cn barcelona,li zhang,,,national record,functional,no,
ath_1743,james lee,male,34.0,egypt,,panamerican games,2018.0,84.0,149.0,300.0,90.0,london barbell,li zhang,0.0,,national record,,no,eleiko
,emma brown,male,34.0,japan,-61kg,continental cup,2011.0,0.0,145.0,300.0,80.0,berlin power,,,,,functional,,
,miguel santos,m,34.0,rus,-73kg,tokyo 2021,2020.0,0.0,145.0,300.0,90.0,tokyo lift club,pedro lópez,,,,functional,yes,
1747,james lee,male,34.0,china,-109kg,national open,2019.0,174.0,145.0,300.0,88.0,london barbell,michael johnson,0.0,bronze,,,n,nike
ath_1747,james lee,male,24.0,brazil,+109kg,olympics 2020,2020.0,178.4,145.0,300.0,90.0,cn barcelona,,0.0,,world record,crossfit,,
ath_1748,youssef ahmed,f,34.0,usa,,tokyo 2021,2021.0,0.0,145.0,300.0,90.0,berlin power,li zhang,3.0,,,crossfit,y,
,li wei,,23.0,germany,+109kg,world championship,2015.0,84.0,145.0,300.0,90.0,madrid strength,carlos ruiz,3.0,silver,personal best,powerlifting,no,eleiko
,john smith,,34.0,,-61kg,world championship,2016.0,84.0,132.0,300.0,90.0,london barbell,,,silver,,crossfit,n,
,,,34.0,,-109kg,,2015.0,84.0,145.0,300.0,64.0,,li zhang,,,,olympic,yes,adidas
,maria rossi,f,18.0,rus,-73kg,panamerican games,2013.0,56.9,124.0,300.0,117.0,madrid strength,,0.0,,personal best,,,adidas
ath_1753,david müller,,56.0,france,-109kg,panamerican games,2012.0,84.0,145.0,190.5,90.0,cn barcelona,,5.0,,national record,,,
1755,,male,34.0,japan,-109kg,olympics 2020,2024.0,84.0,95.0,143.5,100.0,tokyo lift club,carlos ruiz,0.0,gold,personal best,powerlifting,yes,puma
ath_1755,david müller,,69.0,russia,73kg,national open,2014.0,92.6,145.0,300.0,90.0,london barbell,,,,,,no,puma
,elena petrova,f,34.0,mexico,+109kg,panamerican games,2011.0,84.0,199.0,300.0,90.0,beijing barbell,michael johnson,0.0,silver,,,yes,nike
ath_1757,john smith,,34.0,chn,-55kg,junior championship,2015.0,0.0,171.7,300.0,90.0,roma lifting,,0.0,silver,,olympic,no,
1759,carlos ruiz,m,38.0,france,-96kg,olympics 2020,2016.0,123.0,136.6,300.0,139.5,cn barcelona,,6.0,silver,,,,eleiko
,sarah johnson,male,34.0,russia,,,2012.0,66.0,85.0,300.0,58.0,beijing barbell,carlos ruiz,,bronze,,,yes,nike
ath_1760,maria rossi,male,46.0,spain,-109kg,junior championship,2016.0,94.0,145.0,300.0,90.0,cairo strong,,7.0,gold,national record,functional,,rogue
1762,,,25.0,france,-81kg,junior championship,2015.0,0.0,145.0,338.3,95.0,berlin power,,,,national record,functional,,
,sofia lópez,,34.0,brazil,-81kg,olympics 2020,2013.0,84.0,145.0,300.0,65.0,roma lifting,pedro lópez,20.0,,,olympic,,nike
1764,john smith,,65.0,mexico,+109kg,national open,2024.0,115.2,145.0,300.0,76.1,cairo strong,,,,,crossfit,,puma
ath_1764,james lee,male,38.0,china,+109kg,,2019.0,0.0,145.0,300.0,90.0,madrid strength,,,silver,personal best,,no,reebok
ath_1765,emma brown,female,13.0,brazil,,world championship,2015.0,84.0,145.0,300.0,90.0,tokyo lift club,michael johnson,,,world record,,y,puma
ath_1766,james lee,m,39.0,japan,,,2014.0,0.0,145.0,259.5,72.8,london barbell,,9.0,,,,,under armour
ath_1767,laura gómez,,37.0,chn,73kg,,2018.0,73.0,124.0,300.0,103.0,berlin power,,,,,powerlifting,,puma
,hiro tanaka,m,34.0,china,,,2015.0,145.0,145.0,300.0,115.0,tokyo lift club,,,silver,,powerlifting,no,rogue
,john smith,,40.0,egypt,-96kg,panamerican games,2020.0,84.0,145.0,300.0,90.0,cn barcelona,carlos ruiz,,,national record,,n,reebok
,david müller,m,42.0,japan,73kg,olympics 2020,2012.0,167.0,147.5,372.9,90.0,tokyo lift club,,,bronze,personal best,olympic,yes,nike
ath_1771,sofia lópez,f,40.0,chn,-81kg,world championship,2014.0,84.0,95.0,300.0,126.9,cairo strong,pedro lópez,,,,crossfit,y,under armour
1773,,m,34.0,mexico,-81kg,,2016.0,0.0,145.0,300.0,90.0,cn barcelona,,,silver,personal best,,yes,
ath_1773,james lee,f,34.0,usa,-73kg,continental cup,2016.0,0.0,145.0,300.0,90.0,madrid strength,,0.0,,world record,,no,adidas
1775,elena petrova,male,34.0,spain,,world championship,2012.0,84.0,159.9,191.8,50.6,berlin power,pedro lópez,16.0,,national record,functional,,nike
,david müller,,29.0,brazil,+109kg,,2022.0,130.3,102.7,300.0,139.6,tokyo lift club,carlos ruiz,15.0,,personal best,crossfit,y,nike
ath_1776,david müller,m,34.0,mexico,,tokyo 2021,2016.0,84.0,145.0,300.0,90.0,tokyo lift club,,9.0,,,crossfit,,nike
1778,elena petrova,,28.0,usa,-67kg,,2015.0,156.0,145.0,300.0,90.0,cairo strong,,0.0,silver,national record,,n,under armour
,john smith,female,23.0,spain,73kg,national open,2012.0,68.9,202.2,300.0,127.9,,carlos ruiz,9.0,bronze,,powerlifting,,puma
1780,elena petrova,male,34.0,egypt,-61kg,panamerican games,2011.0,0.0,158.4,300.0,90.0,cn barcelona,li zhang,,gold,,powerlifting,yes,rogue
ath_1780,david müller,male,21.0,bra,-61kg,panamerican games,2015.0,0.0,145.0,179.2,77.0,cn barcelona,pedro lópez,0.0,,personal best,functional,yes,adidas
,sarah johnson,,34.0,,-61kg,olympics 2020,2015.0,84.0,123.6,300.0,90.0,team usa,michael johnson,20.0,bronze,,powerlifting,yes,puma
1783,miguel santos,male,34.0,germany,-67kg,continental cup,2015.0,0.0,145.0,300.0,90.0,,,19.0,silver,national record,olympic,,
,hiro tanaka,female,34.0,china,-109kg,,2021.0,84.0,145.0,136.0,90.0,team usa,li zhang,0.0,,world record,powerlifting,,rogue
,,,34.0,italy,-73kg,continental cup,2011.0,84.0,197.0,300.0,90.0,cairo strong,carlos ruiz,,bronze,,,y,reebok
,li wei,,34.0,usa,-67kg,national open,2017.0,84.0,145.0,152.7,90.0,roma lifting,michael johnson,,,,powerlifting,no,under armour
,hiro tanaka,female,16.0,usa,+109kg,world championship,2019.0,161.0,145.0,300.0,90.0,cairo strong,michael johnson,0.0,bronze,national record,,yes,rogue
ath_1787,laura gómez,,34.0,germany,-81kg,,2018.0,0.0,157.9,300.0,90.0,tokyo lift club,carlos ruiz,,,,,yes,
ath_1788,li wei,m,21.0,spain,-55kg,panamerican games,2011.0,81.8,145.0,300.0,90.0,tokyo lift club,pedro lópez,12.0,bronze,personal best,powerlifting,yes,puma
1790,,f,34.0,spain,-67kg,continental cup,2025.0,84.0,145.0,267.2,106.8,roma lifting,anna müller,0.0,,world record,crossfit,,
,david müller,f,34.0,chn,-109kg,olympics 2020,2015.0,0.0,145.0,300.0,89.4,beijing barbell,li zhang,,bronze,personal best,,y,adidas
1792,carlos ruiz,female,34.0,italy,-73kg,panamerican games,2015.0,84.0,145.0,300.0,90.0,,michael johnson,,,world record,olympic,n,eleiko
1793,miguel santos,female,34.0,japan,-73kg,,2024.0,0.0,145.0,300.0,90.0,berlin power,anna müller,20.0,,personal best,powerlifting,,eleiko
,elena petrova,m,28.0,italy,73kg,junior championship,2022.0,84.0,218.8,300.0,90.0,,anna müller,,,national record,,yes,rogue
ath_1794,,male,34.0,china,,world championship,2016.0,68.8,137.3,300.0,90.0,beijing barbell,carlos ruiz,0.0,,personal best,olympic,,puma
1796,emma brown,female,33.0,italy,+109kg,national open,2014.0,103.4,145.0,300.0,100.0,roma lifting,,,,national record,,y,under armour
ath_1796,youssef ahmed,female,31.0,spain,-55kg,panamerican games,2014.0,0.0,145.0,300.0,66.0,cn barcelona,,8.0,,,,,
,john smith,f,34.0,mexico,-61kg,olympics 2020,2025.0,84.0,145.0,300.0,63.0,berlin power,li zhang,0.0,,national record,,,rogue
,emma brown,female,34.0,,-55kg,junior championship,2015.0,76.4,145.0,308.5,90.0,tokyo lift club,li zhang,,,world record,,n,puma
,elena petrova,female,34.0,brazil,-73kg,national open,2015.0,81.0,105.2,300.0,90.0,tokyo lift club,michael johnson,,gold,national record,powerlifting,,nike
1801,elena petrova,m,13.0,france,-67kg,,2012.0,0.0,94.3,300.0,90.0,tokyo lift club,michael johnson,6.0,gold,,,y,
1802,john smith,,34.0,russia,-81kg,junior championship,2015.0,106.6,145.0,300.0,113.0,madrid strength,li zhang,,bronze,national record,powerlifting,no,nike
1803,emma brown,,17.0,japan,,european cup,2024.0,165.0,145.0,300.0,90.0,cn barcelona,,,silver,national record,functional,n,under armour
1804,david müller,m,34.0,china,-55kg,junior championship,2018.0,84.0,161.0,300.0,90.0,roma lifting,anna müller,8.0,silver,national record,powerlifting,y,adidas
ath_1804,youssef ahmed,f,59.0,russia,-67kg,continental cup,2015.0,0.0,145.0,136.3,90.0,cn barcelona,,,gold,,functional,yes,nike
ath_1805,sarah johnson,male,37.0,mexico,-55kg,continental cup,2024.0,88.0,145.0,323.8,90.0,cn barcelona,,18.0,,,olympic,yes,nike
